ORDERNUMBER,QUANTITYORDERED,PRODUCTLINE,PRICEEACH,CUSTOMERNAME,PHONE,STATE,ORDERDATE
10122,37,Classic Cars,99.82,Marseille Mini Autos,91.24.4555,,13-06-2005 00:00
10135,48,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,14-06-2005 00:00
10147,31,Classic Cars,100,Collectables For Less Inc.,6175558555,MA,15-06-2005 00:00
10160,46,Classic Cars,100,"Men 'R' US Retailers, Ltd.",2155554369,CA,16-06-2005 00:00
10170,47,Classic Cars,100,Mini Auto Werke,7675-3555,,17-06-2005 00:00
10181,28,Classic Cars,100,Herkku Gifts,+47 2267 3215,,18-06-2005 00:00
10191,40,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,19-06-2005 00:00
10203,20,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,20-06-2005 00:00
10212,39,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,21-06-2005 00:00
10225,25,Classic Cars,99.82,"Vida Sport, Ltd",0897-034555,,22-06-2005 00:00
10238,29,Classic Cars,100,Danish Wholesale Imports,31 12 3555,,23-06-2005 00:00
10253,22,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,24-06-2005 00:00
10266,22,Classic Cars,100,L'ordine Souveniers,0522-556555,,25-06-2005 00:00
10276,47,Classic Cars,100,Online Mini Collectables,6175557555,MA,26-06-2005 00:00
10287,45,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,27-06-2005 00:00
10300,29,Classic Cars,100,"Blauer See Auto, Co.",+49 69 66 90 2555,,28-06-2005 00:00
10310,24,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,29-06-2005 00:00
10320,35,Classic Cars,100,"Volvo Model Replicas, Co",0921-12 3555,,30-06-2005 00:00
10329,46,Classic Cars,83.63,Land of Toys Inc.,2125557818,NY,01-07-2005 00:00
10341,44,Classic Cars,95.93,Salzburg Collectables,6562-9555,,02-07-2005 00:00
10363,34,Classic Cars,96.73,Suominen Souveniers,+358 9 8045 555,,03-07-2005 00:00
10376,35,Classic Cars,100,Boards & Toys Co.,3105552373,CA,04-07-2005 00:00
10389,25,Classic Cars,72.38,Scandinavian Gift Ideas,0695-34 6555,,05-07-2005 00:00
10419,10,Classic Cars,100,Salzburg Collectables,6562-9555,,06-07-2005 00:00
10105,29,Classic Cars,100,Danish Wholesale Imports,31 12 3555,,07-07-2005 00:00
10117,39,Classic Cars,100,"Dragon Souveniers, Ltd.",+65 221 7555,,08-07-2005 00:00
10127,42,Classic Cars,100,Muscle Machine Inc,2125557413,NY,09-07-2005 00:00
10142,46,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,10-07-2005 00:00
10153,49,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,11-07-2005 00:00
10165,27,Classic Cars,100,"Dragon Souveniers, Ltd.",+65 221 7555,,12-07-2005 00:00
10176,50,Classic Cars,100,L'ordine Souveniers,0522-556555,,13-07-2005 00:00
10185,43,Classic Cars,100,Mini Creations Ltd.,5085559555,MA,14-07-2005 00:00
10196,38,Classic Cars,100,Super Scale Inc.,2035559545,CT,15-07-2005 00:00
10208,20,Classic Cars,100,"Saveley & Henriot, Co.",78.32.5555,,16-07-2005 00:00
10220,27,Classic Cars,100,"Clover Collections, Co.",+353 1862 1555,,17-07-2005 00:00
10231,49,Classic Cars,100,CAF Imports,+34 913 728 555,,18-07-2005 00:00
10247,27,Classic Cars,100,Suominen Souveniers,+358 9 8045 555,,19-07-2005 00:00
10272,39,Classic Cars,100,Diecast Classics Inc.,2155551555,PA,20-07-2005 00:00
10282,24,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,21-07-2005 00:00
10293,45,Classic Cars,100,Amica Models & Co.,011-4988555,,22-07-2005 00:00
10306,20,Classic Cars,100,"AV Stores, Co.",(171) 555-1555,,23-07-2005 00:00
10314,36,Classic Cars,100,Heintze Collectables,86 21 3555,,24-07-2005 00:00
10325,24,Classic Cars,100,Baane Mini Imports,07-98 9555,,25-07-2005 00:00
10336,49,Classic Cars,63.38,"La Corne D'abondance, Co.",(1) 42.34.2555,,26-07-2005 00:00
10349,26,Classic Cars,100,Muscle Machine Inc,2125557413,NY,27-07-2005 00:00
10359,49,Classic Cars,62.09,Reims Collectables,26.47.1555,,28-07-2005 00:00
10372,34,Classic Cars,100,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,29-07-2005 00:00
10382,34,Classic Cars,95.35,Mini Gifts Distributors Ltd.,4155551450,CA,30-07-2005 00:00
10396,33,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,31-07-2005 00:00
10413,22,Classic Cars,100,Gift Depot Inc.,2035552570,CT,01-08-2005 00:00
10108,39,Classic Cars,89.38,Cruz & Sons Co.,+63 2 555 3587,,02-08-2005 00:00
10122,32,Classic Cars,63.84,Marseille Mini Autos,91.24.4555,,03-08-2005 00:00
10135,24,Classic Cars,75.01,Mini Gifts Distributors Ltd.,4155551450,CA,04-08-2005 00:00
10147,21,Classic Cars,63.84,Collectables For Less Inc.,6175558555,MA,05-08-2005 00:00
10159,24,Classic Cars,73.42,Corporate Gift Ideas Co.,6505551386,CA,06-08-2005 00:00
10169,36,Classic Cars,63.84,"Anna's Decorations, Ltd",02 9936 8555,NSW,07-08-2005 00:00
10181,20,Classic Cars,81.4,Herkku Gifts,+47 2267 3215,,08-08-2005 00:00
10191,30,Classic Cars,64.64,"Toms Spezialitten, Ltd",0221-5554327,,09-08-2005 00:00
10203,44,Classic Cars,82.99,Euro Shopping Channel,(91) 555 94 44,,10-08-2005 00:00
10211,28,Classic Cars,92.57,Auto Canal Petit,(1) 47.55.6555,,11-08-2005 00:00
10225,37,Classic Cars,77.41,"Vida Sport, Ltd",0897-034555,,12-08-2005 00:00
10238,20,Classic Cars,74.21,Danish Wholesale Imports,31 12 3555,,13-08-2005 00:00
10253,25,Classic Cars,90.17,"UK Collectables, Ltd.",(171) 555-2282,,14-08-2005 00:00
10266,35,Classic Cars,76.61,L'ordine Souveniers,0522-556555,,15-08-2005 00:00
10276,38,Classic Cars,83.79,Online Mini Collectables,6175557555,MA,16-08-2005 00:00
10287,41,Classic Cars,69.43,"Vida Sport, Ltd",0897-034555,,17-08-2005 00:00
10300,22,Classic Cars,76.61,"Blauer See Auto, Co.",+49 69 66 90 2555,,18-08-2005 00:00
10310,49,Classic Cars,81.4,"Toms Spezialitten, Ltd",0221-5554327,,19-08-2005 00:00
10320,38,Classic Cars,73.42,"Volvo Model Replicas, Co",0921-12 3555,,20-08-2005 00:00
10329,33,Classic Cars,100,Land of Toys Inc.,2125557818,NY,21-08-2005 00:00
10341,36,Classic Cars,93.56,Salzburg Collectables,6562-9555,,22-08-2005 00:00
10363,34,Classic Cars,81.62,Suominen Souveniers,+358 9 8045 555,,23-08-2005 00:00
10377,24,Classic Cars,67.83,"Toys of Finland, Co.",90-224 8555,,24-08-2005 00:00
10389,36,Classic Cars,70.26,Scandinavian Gift Ideas,0695-34 6555,,25-08-2005 00:00
10419,34,Classic Cars,90.17,Salzburg Collectables,6562-9555,,26-08-2005 00:00
10104,41,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,27-08-2005 00:00
10115,46,Trucks and Buses,100,Classic Legends Inc.,2125558493,NY,28-08-2005 00:00
10127,24,Trucks and Buses,100,Muscle Machine Inc,2125557413,NY,29-08-2005 00:00
10141,21,Trucks and Buses,100,Suominen Souveniers,+358 9 8045 555,,30-08-2005 00:00
10151,24,Trucks and Buses,100,"Oulu Toy Supplies, Inc.",981-443655,,31-08-2005 00:00
10165,48,Trucks and Buses,100,"Dragon Souveniers, Ltd.",+65 221 7555,,01-09-2005 00:00
10175,26,Trucks and Buses,100,"Stylish Desk Decors, Co.",(171) 555-0297,,02-09-2005 00:00
10184,37,Trucks and Buses,100,"Iberia Gift Imports, Corp.",(95) 555 82 82,,03-09-2005 00:00
10195,49,Trucks and Buses,100,Mini Classics,9145554562,NY,04-09-2005 00:00
10207,34,Trucks and Buses,99.54,Diecast Collectables,6175552555,MA,05-09-2005 00:00
10219,48,Trucks and Buses,100,Signal Collectibles Ltd.,4155554312,CA,06-09-2005 00:00
10229,36,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,07-09-2005 00:00
10246,46,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,08-09-2005 00:00
10259,46,Trucks and Buses,100,Handji Gifts& Co,+65 224 1555,,09-09-2005 00:00
10271,31,Trucks and Buses,97.17,Mini Gifts Distributors Ltd.,4155551450,CA,10-09-2005 00:00
10281,41,Trucks and Buses,100,Diecast Classics Inc.,2155551555,PA,11-09-2005 00:00
10292,21,Trucks and Buses,100,Land of Toys Inc.,2125557818,NY,12-09-2005 00:00
10305,38,Trucks and Buses,100,Marta's Replicas Co.,6175558555,MA,13-09-2005 00:00
10314,45,Trucks and Buses,100,Heintze Collectables,86 21 3555,,14-09-2005 00:00
10324,26,Trucks and Buses,58.38,Vitachrome Inc.,2125551500,NY,15-09-2005 00:00
10336,38,Trucks and Buses,100,"La Corne D'abondance, Co.",(1) 42.34.2555,,16-09-2005 00:00
10349,48,Trucks and Buses,100,Muscle Machine Inc,2125557413,NY,17-09-2005 00:00
10358,42,Trucks and Buses,64.16,Euro Shopping Channel,(91) 555 94 44,,18-09-2005 00:00
10371,49,Trucks and Buses,35.71,Mini Gifts Distributors Ltd.,4155551450,CA,19-09-2005 00:00
10382,32,Trucks and Buses,66.58,Mini Gifts Distributors Ltd.,4155551450,CA,20-09-2005 00:00
10412,54,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,21-09-2005 00:00
10425,33,Trucks and Buses,100,La Rochelle Gifts,40.67.8555,,22-09-2005 00:00
10108,36,Classic Cars,100,Cruz & Sons Co.,+63 2 555 3587,,23-09-2005 00:00
10122,20,Classic Cars,100,Marseille Mini Autos,91.24.4555,,24-09-2005 00:00
10135,29,Classic Cars,97.89,Mini Gifts Distributors Ltd.,4155551450,CA,25-09-2005 00:00
10147,33,Classic Cars,97.89,Collectables For Less Inc.,6175558555,MA,26-09-2005 00:00
10160,50,Classic Cars,100,"Men 'R' US Retailers, Ltd.",2155554369,CA,27-09-2005 00:00
10170,41,Classic Cars,100,Mini Auto Werke,7675-3555,,28-09-2005 00:00
10181,36,Classic Cars,100,Herkku Gifts,+47 2267 3215,,29-09-2005 00:00
10192,27,Classic Cars,100,Online Diecast Creations Co.,6035558647,NH,30-09-2005 00:00
10203,47,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,01-10-2005 00:00
10212,33,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,02-10-2005 00:00
10225,21,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,03-10-2005 00:00
10239,21,Classic Cars,93.28,"Oulu Toy Supplies, Inc.",981-443655,,04-10-2005 00:00
10253,41,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,05-10-2005 00:00
10266,40,Classic Cars,100,L'ordine Souveniers,0522-556555,,06-10-2005 00:00
10277,28,Classic Cars,100,"Dragon Souveniers, Ltd.",+65 221 7555,,07-10-2005 00:00
10287,23,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,08-10-2005 00:00
10300,23,Classic Cars,100,"Blauer See Auto, Co.",+49 69 66 90 2555,,09-10-2005 00:00
10310,25,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,10-10-2005 00:00
10321,24,Classic Cars,100,FunGiftIdeas.com,5085552555,MA,11-10-2005 00:00
10329,39,Classic Cars,64.74,Land of Toys Inc.,2125557818,NY,12-10-2005 00:00
10341,55,Classic Cars,75.2,Salzburg Collectables,6562-9555,,13-10-2005 00:00
10363,46,Classic Cars,88.45,Suominen Souveniers,+358 9 8045 555,,14-10-2005 00:00
10377,50,Classic Cars,100,"Toys of Finland, Co.",90-224 8555,,15-10-2005 00:00
10389,47,Classic Cars,100,Scandinavian Gift Ideas,0695-34 6555,,16-10-2005 00:00
10405,97,Classic Cars,93.28,Mini Caravy,88.60.1555,,17-10-2005 00:00
10419,32,Classic Cars,100,Salzburg Collectables,6562-9555,,18-10-2005 00:00
10103,35,Trucks and Buses,100,Baane Mini Imports,07-98 9555,,19-10-2005 00:00
10113,49,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,20-10-2005 00:00
10126,38,Trucks and Buses,100,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,21-10-2005 00:00
10140,32,Trucks and Buses,100,Technics Stores Inc.,6505556809,CA,22-10-2005 00:00
10150,34,Trucks and Buses,100,"Dragon Souveniers, Ltd.",+65 221 7555,,23-10-2005 00:00
10164,36,Trucks and Buses,99.17,Mini Auto Werke,7675-3555,,24-10-2005 00:00
10174,48,Trucks and Buses,93.34,"Australian Gift Network, Co",61-7-3844-6555,Queensland,25-10-2005 00:00
10183,21,Trucks and Buses,96.84,"Classic Gift Ideas, Inc",2155554695,PA,26-10-2005 00:00
10194,21,Trucks and Buses,93.34,"Saveley & Henriot, Co.",78.32.5555,,27-10-2005 00:00
10206,34,Trucks and Buses,100,Canadian Gift Exchange Network,(604) 555-3392,BC,28-10-2005 00:00
10215,46,Trucks and Buses,100,West Coast Collectables Co.,3105553722,CA,29-10-2005 00:00
10228,32,Trucks and Buses,100,Cambridge Collectables Co.,6175555555,MA,30-10-2005 00:00
10245,29,Trucks and Buses,100,Super Scale Inc.,2035559545,CT,31-10-2005 00:00
10258,41,Trucks and Buses,100,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,01-11-2005 00:00
10270,43,Trucks and Buses,96.84,Souveniers And Things Co.,+61 2 9495 8555,NSW,02-11-2005 00:00
10280,24,Trucks and Buses,100,Amica Models & Co.,011-4988555,,03-11-2005 00:00
10291,41,Trucks and Buses,100,Scandinavian Gift Ideas,0695-34 6555,,04-11-2005 00:00
10304,46,Trucks and Buses,98,Auto Assoc. & Cie.,30.59.8555,,05-11-2005 00:00
10312,32,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,06-11-2005 00:00
10322,22,Trucks and Buses,100,Online Diecast Creations Co.,6035558647,NH,07-11-2005 00:00
10333,29,Trucks and Buses,40.25,Mini Wheels Co.,6505555787,CA,08-11-2005 00:00
10347,42,Trucks and Buses,49.6,"Australian Collectors, Co.",03 9520 4555,Victoria,09-11-2005 00:00
10357,39,Trucks and Buses,98,Mini Gifts Distributors Ltd.,4155551450,CA,10-11-2005 00:00
10370,27,Trucks and Buses,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,11-11-2005 00:00
10381,48,Trucks and Buses,98,Corporate Gift Ideas Co.,6505551386,CA,12-11-2005 00:00
10391,29,Trucks and Buses,85.1,"Anna's Decorations, Ltd",02 9936 8555,NSW,13-11-2005 00:00
10411,27,Trucks and Buses,100,Quebec Home Shopping Network,(514) 555-8054,Quebec,14-11-2005 00:00
10424,54,Trucks and Buses,100,Euro Shopping Channel,(91) 555 94 44,,15-11-2005 00:00
10109,26,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,16-11-2005 00:00
10122,34,Classic Cars,100,Marseille Mini Autos,91.24.4555,,17-11-2005 00:00
10136,25,Classic Cars,100,Alpha Cognac,61.77.6555,,18-11-2005 00:00
10148,23,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,19-11-2005 00:00
10161,28,Classic Cars,100,Heintze Collectables,86 21 3555,,20-11-2005 00:00
10171,35,Classic Cars,100,Quebec Home Shopping Network,(514) 555-8054,Quebec,21-11-2005 00:00
10181,44,Classic Cars,100,Herkku Gifts,+47 2267 3215,,22-11-2005 00:00
10192,22,Classic Cars,100,Online Diecast Creations Co.,6035558647,NH,23-11-2005 00:00
10204,42,Classic Cars,100,Muscle Machine Inc,2125557413,NY,24-11-2005 00:00
10212,29,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,25-11-2005 00:00
10225,32,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,26-11-2005 00:00
10240,41,Classic Cars,100,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,27-11-2005 00:00
10253,26,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,28-11-2005 00:00
10266,21,Classic Cars,100,L'ordine Souveniers,0522-556555,,29-11-2005 00:00
10278,34,Classic Cars,100,Signal Gift Stores,7025551838,NV,30-11-2005 00:00
10287,41,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,01-12-2005 00:00
10301,37,Classic Cars,100,"Norway Gifts By Mail, Co.",+47 2212 1555,,02-12-2005 00:00
10310,37,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,03-12-2005 00:00
10321,41,Classic Cars,100,FunGiftIdeas.com,5085552555,MA,04-12-2005 00:00
10331,46,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,05-12-2005 00:00
10342,40,Classic Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,06-12-2005 00:00
10356,43,Classic Cars,97.6,Lyon Souveniers,+33 1 46 62 7555,,07-12-2005 00:00
10365,30,Classic Cars,87.06,Mini Creations Ltd.,5085559555,MA,08-12-2005 00:00
10377,35,Classic Cars,100,"Toys of Finland, Co.",90-224 8555,,09-12-2005 00:00
10390,36,Classic Cars,93.77,Mini Gifts Distributors Ltd.,4155551450,CA,10-12-2005 00:00
10406,61,Classic Cars,100,Danish Wholesale Imports,31 12 3555,,11-12-2005 00:00
10419,38,Classic Cars,100,Salzburg Collectables,6562-9555,,12-12-2005 00:00
10102,39,Vintage Cars,100,Vitachrome Inc.,2125551500,NY,13-12-2005 00:00
10111,33,Vintage Cars,99.66,Mini Wheels Co.,6505555787,CA,14-12-2005 00:00
10125,32,Vintage Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,15-12-2005 00:00
10139,31,Vintage Cars,100,Souveniers And Things Co.,+61 2 9495 8555,NSW,16-12-2005 00:00
10149,50,Vintage Cars,100,Signal Collectibles Ltd.,4155554312,CA,17-12-2005 00:00
10162,48,Vintage Cars,91.44,Corporate Gift Ideas Co.,6505551386,CA,18-12-2005 00:00
10173,43,Vintage Cars,100,Rovelli Gifts,035-640555,,19-12-2005 00:00
10182,25,Vintage Cars,87.33,Mini Gifts Distributors Ltd.,4155551450,CA,20-12-2005 00:00
10193,28,Vintage Cars,100,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,21-12-2005 00:00
10205,36,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,22-12-2005 00:00
10215,27,Vintage Cars,89.38,West Coast Collectables Co.,3105553722,CA,23-12-2005 00:00
10227,25,Vintage Cars,100,"Saveley & Henriot, Co.",78.32.5555,,24-12-2005 00:00
10244,40,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,25-12-2005 00:00
10256,34,Vintage Cars,95.55,Danish Wholesale Imports,31 12 3555,,26-12-2005 00:00
10280,50,Vintage Cars,100,Amica Models & Co.,011-4988555,,27-12-2005 00:00
10289,38,Vintage Cars,100,Herkku Gifts,+47 2267 3215,,28-12-2005 00:00
10304,37,Vintage Cars,95.55,Auto Assoc. & Cie.,30.59.8555,,29-12-2005 00:00
10312,43,Vintage Cars,89.38,Mini Gifts Distributors Ltd.,4155551450,CA,30-12-2005 00:00
10322,43,Vintage Cars,86.3,Online Diecast Creations Co.,6035558647,NH,31-12-2005 00:00
10332,46,Vintage Cars,95.13,"AV Stores, Co.",(171) 555-1555,,01-01-2006 00:00
10346,42,Vintage Cars,36.11,Signal Gift Stores,7025551838,NV,02-01-2006 00:00
10356,50,Vintage Cars,50.18,Lyon Souveniers,+33 1 46 62 7555,,03-01-2006 00:00
10369,44,Vintage Cars,100,Collectables For Less Inc.,6175558555,MA,04-01-2006 00:00
10380,27,Vintage Cars,93.16,Euro Shopping Channel,(91) 555 94 44,,05-01-2006 00:00
10391,35,Vintage Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,06-01-2006 00:00
10422,51,Vintage Cars,95.55,Diecast Classics Inc.,2155551555,PA,07-01-2006 00:00
10102,41,Vintage Cars,50.14,Vitachrome Inc.,2125551500,NY,08-01-2006 00:00
10111,48,Vintage Cars,49.06,Mini Wheels Co.,6505555787,CA,09-01-2006 00:00
10126,42,Vintage Cars,54.99,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,10-01-2006 00:00
10139,49,Vintage Cars,43.13,Souveniers And Things Co.,+61 2 9495 8555,NSW,11-01-2006 00:00
10149,30,Vintage Cars,58.22,Signal Collectibles Ltd.,4155554312,CA,12-01-2006 00:00
10162,45,Vintage Cars,51.21,Corporate Gift Ideas Co.,6505551386,CA,13-01-2006 00:00
10173,48,Vintage Cars,44.21,Rovelli Gifts,035-640555,,14-01-2006 00:00
10182,32,Vintage Cars,54.45,Mini Gifts Distributors Ltd.,4155551450,CA,15-01-2006 00:00
10193,46,Vintage Cars,53.37,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,16-01-2006 00:00
10205,48,Vintage Cars,63.61,Euro Shopping Channel,(91) 555 94 44,,17-01-2006 00:00
10215,33,Vintage Cars,43.13,West Coast Collectables Co.,3105553722,CA,18-01-2006 00:00
10227,31,Vintage Cars,48.52,"Saveley & Henriot, Co.",78.32.5555,,19-01-2006 00:00
10244,20,Vintage Cars,58.22,Euro Shopping Channel,(91) 555 94 44,,20-01-2006 00:00
10256,29,Vintage Cars,51.75,Danish Wholesale Imports,31 12 3555,,21-01-2006 00:00
10280,27,Vintage Cars,57.68,Amica Models & Co.,011-4988555,,22-01-2006 00:00
10289,24,Vintage Cars,56.07,Herkku Gifts,+47 2267 3215,,23-01-2006 00:00
10304,37,Vintage Cars,48.52,Auto Assoc. & Cie.,30.59.8555,,24-01-2006 00:00
10312,25,Vintage Cars,44.21,Mini Gifts Distributors Ltd.,4155551450,CA,25-01-2006 00:00
10322,41,Vintage Cars,57.68,Online Diecast Creations Co.,6035558647,NH,26-01-2006 00:00
10332,27,Vintage Cars,89.89,"AV Stores, Co.",(171) 555-1555,,27-01-2006 00:00
10347,21,Vintage Cars,58.95,"Australian Collectors, Co.",03 9520 4555,Victoria,28-01-2006 00:00
10356,22,Vintage Cars,72.41,Lyon Souveniers,+33 1 46 62 7555,,29-01-2006 00:00
10369,32,Vintage Cars,98.63,Collectables For Less Inc.,6175558555,MA,30-01-2006 00:00
10381,25,Vintage Cars,52.83,Corporate Gift Ideas Co.,6505551386,CA,31-01-2006 00:00
10391,42,Vintage Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,01-02-2006 00:00
10422,25,Vintage Cars,51.75,Diecast Classics Inc.,2155551555,PA,02-02-2006 00:00
10110,37,Classic Cars,100,"AV Stores, Co.",(171) 555-1555,,03-02-2006 00:00
10123,26,Classic Cars,100,Atelier graphique,40.32.2555,,04-02-2006 00:00
10137,44,Classic Cars,99.55,Reims Collectables,26.47.1555,,05-02-2006 00:00
10148,47,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,06-02-2006 00:00
10161,43,Classic Cars,100,Heintze Collectables,86 21 3555,,07-02-2006 00:00
10172,42,Classic Cars,100,Gift Depot Inc.,2035552570,CT,08-02-2006 00:00
10181,42,Classic Cars,100,Herkku Gifts,+47 2267 3215,,09-02-2006 00:00
10192,29,Classic Cars,100,Online Diecast Creations Co.,6035558647,NH,10-02-2006 00:00
10204,40,Classic Cars,100,Muscle Machine Inc,2125557413,NY,11-02-2006 00:00
10212,38,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,12-02-2006 00:00
10226,38,Classic Cars,100,Collectable Mini Designs Co.,7605558146,CA,13-02-2006 00:00
10241,21,Classic Cars,100,Mini Caravy,88.60.1555,,14-02-2006 00:00
10253,24,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,15-02-2006 00:00
10266,36,Classic Cars,100,L'ordine Souveniers,0522-556555,,16-02-2006 00:00
10278,23,Classic Cars,100,Signal Gift Stores,7025551838,NV,17-02-2006 00:00
10288,20,Classic Cars,100,Handji Gifts& Co,+65 224 1555,,18-02-2006 00:00
10301,32,Classic Cars,100,"Norway Gifts By Mail, Co.",+47 2212 1555,,19-02-2006 00:00
10311,29,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,20-02-2006 00:00
10321,44,Classic Cars,100,FunGiftIdeas.com,5085552555,MA,21-02-2006 00:00
10331,44,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,22-02-2006 00:00
10343,36,Classic Cars,100,Reims Collectables,26.47.1555,,23-02-2006 00:00
